Rust-Powered Profitability Sweep Started: 2025-10-10 13:00:14.406490
Parameters: 10,000 paths per scenario
================================================================================

[2025-10-10 13:00:14] Starting RUST-POWERED profitability sweep with 10,000 Monte Carlo paths
[2025-10-10 13:00:14] Total combinations to test: 2,730
[2025-10-10 13:00:14] Estimated time: Much faster than Python! 🚀
[2025-10-10 13:00:17] Progress: 10/2730 (0.4%) | Rate: 2.80 sims/sec | ETA: 16.2 min | Last: Principal+Interest HV=$1,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.35s)
[2025-10-10 13:01:42] Progress: 140/2730 (5.1%) | Rate: 1.59 sims/sec | ETA: 27.1 min | Last: Principal+Interest HV=$1,400,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.90s)
[2025-10-10 13:01:51] Progress: 150/2730 (5.5%) | Rate: 1.54 sims/sec | ETA: 27.9 min | Last: Principal+Interest HV=$1,400,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.33s)
[2025-10-10 13:01:55] Progress: 160/2730 (5.9%) | Rate: 1.58 sims/sec | ETA: 27.2 min | Last: Principal+Interest HV=$1,500,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.35s)
[2025-10-10 13:02:02] Progress: 170/2730 (6.2%) | Rate: 1.58 sims/sec | ETA: 27.0 min | Last: Principal+Interest HV=$1,500,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.83s)
[2025-10-10 13:02:13] Progress: 180/2730 (6.6%) | Rate: 1.51 sims/sec | ETA: 28.1 min | Last: Principal+Interest HV=$1,500,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.34s)
[2025-10-10 13:02:16] Progress: 190/2730 (7.0%) | Rate: 1.55 sims/sec | ETA: 27.3 min | Last: Principal+Interest HV=$1,600,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.34s)
[2025-10-10 13:02:22] Progress: 200/2730 (7.3%) | Rate: 1.56 sims/sec | ETA: 27.1 min | Last: Principal+Interest HV=$1,600,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.80s)
[2025-10-10 13:02:32] Progress: 210/2730 (7.7%) | Rate: 1.52 sims/sec | ETA: 27.6 min | Last: Principal+Interest HV=$1,600,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.35s)
[2025-10-10 13:02:35] Progress: 220/2730 (8.1%) | Rate: 1.56 sims/sec | ETA: 26.9 min | Last: Principal+Interest HV=$1,700,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.31s)
[2025-10-10 13:02:41] Progress: 230/2730 (8.4%) | Rate: 1.57 sims/sec | ETA: 26.6 min | Last: Principal+Interest HV=$1,700,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.65s)
[2025-10-10 13:02:49] Progress: 240/2730 (8.8%) | Rate: 1.54 sims/sec | ETA: 26.9 min | Last: Principal+Interest HV=$1,700,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.18s)
[2025-10-10 13:02:53] Progress: 250/2730 (9.2%) | Rate: 1.57 sims/sec | ETA: 26.3 min | Last: Principal+Interest HV=$1,800,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.32s)
[2025-10-10 13:02:58] Progress: 260/2730 (9.5%) | Rate: 1.58 sims/sec | ETA: 26.0 min | Last: Principal+Interest HV=$1,800,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.81s)
[2025-10-10 13:03:08] Progress: 270/2730 (9.9%) | Rate: 1.56 sims/sec | ETA: 26.4 min | Last: Principal+Interest HV=$1,800,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.16s)
[2025-10-10 13:03:11] Progress: 280/2730 (10.3%) | Rate: 1.58 sims/sec | ETA: 25.8 min | Last: Principal+Interest HV=$1,900,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.32s)
[2025-10-10 13:03:16] Progress: 290/2730 (10.6%) | Rate: 1.59 sims/sec | ETA: 25.6 min | Last: Principal+Interest HV=$1,900,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.66s)
[2025-10-10 13:03:25] Progress: 300/2730 (11.0%) | Rate: 1.57 sims/sec | ETA: 25.8 min | Last: Principal+Interest HV=$1,900,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.26s)
[2025-10-10 13:03:28] Progress: 310/2730 (11.4%) | Rate: 1.59 sims/sec | ETA: 25.3 min | Last: Principal+Interest HV=$2,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.32s)
[2025-10-10 13:03:34] Progress: 320/2730 (11.7%) | Rate: 1.60 sims/sec | ETA: 25.1 min | Last: Principal+Interest HV=$2,000,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.87s)
[2025-10-10 13:03:43] Progress: 330/2730 (12.1%) | Rate: 1.58 sims/sec | ETA: 25.3 min | Last: Principal+Interest HV=$2,000,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.44s)
[2025-10-10 13:03:46] Progress: 340/2730 (12.5%) | Rate: 1.60 sims/sec | ETA: 24.9 min | Last: Principal+Interest HV=$2,100,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.32s)
[2025-10-10 13:03:52] Progress: 350/2730 (12.8%) | Rate: 1.61 sims/sec | ETA: 24.7 min | Last: Principal+Interest HV=$2,100,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.64s)
[2025-10-10 13:04:00] Progress: 360/2730 (13.2%) | Rate: 1.59 sims/sec | ETA: 24.8 min | Last: Principal+Interest HV=$2,100,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.07s)
[2025-10-10 13:04:04] Progress: 370/2730 (13.6%) | Rate: 1.61 sims/sec | ETA: 24.4 min | Last: Principal+Interest HV=$2,200,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.33s)
[2025-10-10 13:04:09] Progress: 380/2730 (13.9%) | Rate: 1.61 sims/sec | ETA: 24.3 min | Last: Principal+Interest HV=$2,200,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.66s)
[2025-10-10 13:04:18] Progress: 390/2730 (14.3%) | Rate: 1.60 sims/sec | ETA: 24.4 min | Last: Principal+Interest HV=$2,200,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.13s)
[2025-10-10 13:04:22] Progress: 400/2730 (14.7%) | Rate: 1.62 sims/sec | ETA: 24.0 min | Last: Principal+Interest HV=$2,300,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.37s)
[2025-10-10 13:04:27] Progress: 410/2730 (15.0%) | Rate: 1.62 sims/sec | ETA: 23.9 min | Last: Principal+Interest HV=$2,300,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.72s)
[2025-10-10 13:04:36] Progress: 420/2730 (15.4%) | Rate: 1.60 sims/sec | ETA: 24.1 min | Last: Principal+Interest HV=$2,300,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.10s)
[2025-10-10 13:04:40] Progress: 430/2730 (15.8%) | Rate: 1.62 sims/sec | ETA: 23.7 min | Last: Principal+Interest HV=$2,400,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.32s)
[2025-10-10 13:04:45] Progress: 440/2730 (16.1%) | Rate: 1.62 sims/sec | ETA: 23.5 min | Last: Principal+Interest HV=$2,400,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.68s)
[2025-10-10 13:04:54] Progress: 450/2730 (16.5%) | Rate: 1.61 sims/sec | ETA: 23.6 min | Last: Principal+Interest HV=$2,400,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.34s)
[2025-10-10 13:04:57] Progress: 460/2730 (16.8%) | Rate: 1.62 sims/sec | ETA: 23.3 min | Last: Principal+Interest HV=$2,500,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.33s)
[2025-10-10 13:05:03] Progress: 470/2730 (17.2%) | Rate: 1.63 sims/sec | ETA: 23.1 min | Last: Principal+Interest HV=$2,500,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.87s)
[2025-10-10 13:05:11] Progress: 480/2730 (17.6%) | Rate: 1.61 sims/sec | ETA: 23.2 min | Last: Principal+Interest HV=$2,500,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.19s)
[2025-10-10 13:05:15] Progress: 490/2730 (17.9%) | Rate: 1.63 sims/sec | ETA: 22.9 min | Last: Principal+Interest HV=$2,600,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.32s)
[2025-10-10 13:05:20] Progress: 500/2730 (18.3%) | Rate: 1.63 sims/sec | ETA: 22.7 min | Last: Principal+Interest HV=$2,600,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.65s)
[2025-10-10 13:05:28] Progress: 510/2730 (18.7%) | Rate: 1.62 sims/sec | ETA: 22.8 min | Last: Principal+Interest HV=$2,600,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.27s)
[2025-10-10 13:05:32] Progress: 520/2730 (19.0%) | Rate: 1.63 sims/sec | ETA: 22.5 min | Last: Principal+Interest HV=$2,700,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.42s)
[2025-10-10 13:05:37] Progress: 530/2730 (19.4%) | Rate: 1.64 sims/sec | ETA: 22.4 min | Last: Principal+Interest HV=$2,700,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.66s)
[2025-10-10 13:05:46] Progress: 540/2730 (19.8%) | Rate: 1.62 sims/sec | ETA: 22.5 min | Last: Principal+Interest HV=$2,700,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.30s)
[2025-10-10 13:05:50] Progress: 550/2730 (20.1%) | Rate: 1.64 sims/sec | ETA: 22.2 min | Last: Principal+Interest HV=$2,800,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.32s)
[2025-10-10 13:05:55] Progress: 560/2730 (20.5%) | Rate: 1.64 sims/sec | ETA: 22.0 min | Last: Principal+Interest HV=$2,800,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.63s)
[2025-10-10 13:06:04] Progress: 570/2730 (20.9%) | Rate: 1.63 sims/sec | ETA: 22.1 min | Last: Principal+Interest HV=$2,800,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.15s)
[2025-10-10 13:06:07] Progress: 580/2730 (21.2%) | Rate: 1.64 sims/sec | ETA: 21.8 min | Last: Principal+Interest HV=$2,900,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.33s)
[2025-10-10 13:06:13] Progress: 590/2730 (21.6%) | Rate: 1.64 sims/sec | ETA: 21.7 min | Last: Principal+Interest HV=$2,900,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.90s)
[2025-10-10 13:06:22] Progress: 600/2730 (22.0%) | Rate: 1.63 sims/sec | ETA: 21.8 min | Last: Principal+Interest HV=$2,900,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.16s)
[2025-10-10 13:06:25] Progress: 610/2730 (22.3%) | Rate: 1.64 sims/sec | ETA: 21.5 min | Last: Principal+Interest HV=$3,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.32s)
[2025-10-10 13:06:31] Progress: 620/2730 (22.7%) | Rate: 1.65 sims/sec | ETA: 21.4 min | Last: Principal+Interest HV=$3,000,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.66s)
[2025-10-10 13:06:39] Progress: 630/2730 (23.1%) | Rate: 1.63 sims/sec | ETA: 21.4 min | Last: Principal+Interest HV=$3,000,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.18s)
[2025-10-10 13:06:43] Progress: 640/2730 (23.4%) | Rate: 1.65 sims/sec | ETA: 21.2 min | Last: Principal+Interest HV=$3,100,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.35s)
[2025-10-10 13:06:48] Progress: 650/2730 (23.8%) | Rate: 1.65 sims/sec | ETA: 21.0 min | Last: Principal+Interest HV=$3,100,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.64s)
[2025-10-10 13:06:56] Progress: 660/2730 (24.2%) | Rate: 1.64 sims/sec | ETA: 21.0 min | Last: Principal+Interest HV=$3,100,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.40s)
[2025-10-10 13:07:00] Progress: 670/2730 (24.5%) | Rate: 1.65 sims/sec | ETA: 20.8 min | Last: Principal+Interest HV=$3,200,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.33s)
[2025-10-10 13:07:05] Progress: 680/2730 (24.9%) | Rate: 1.65 sims/sec | ETA: 20.7 min | Last: Principal+Interest HV=$3,200,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.65s)
[2025-10-10 13:07:14] Progress: 690/2730 (25.3%) | Rate: 1.64 sims/sec | ETA: 20.7 min | Last: Principal+Interest HV=$3,200,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.23s)
[2025-10-10 13:07:17] Progress: 700/2730 (25.6%) | Rate: 1.65 sims/sec | ETA: 20.5 min | Last: Principal+Interest HV=$3,300,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.38s)
[2025-10-10 13:07:23] Progress: 710/2730 (26.0%) | Rate: 1.66 sims/sec | ETA: 20.3 min | Last: Principal+Interest HV=$3,300,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.78s)
[2025-10-10 13:07:31] Progress: 720/2730 (26.4%) | Rate: 1.65 sims/sec | ETA: 20.3 min | Last: Principal+Interest HV=$3,300,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.11s)
[2025-10-10 13:07:35] Progress: 730/2730 (26.7%) | Rate: 1.66 sims/sec | ETA: 20.1 min | Last: Principal+Interest HV=$3,400,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.32s)
[2025-10-10 13:07:40] Progress: 740/2730 (27.1%) | Rate: 1.66 sims/sec | ETA: 20.0 min | Last: Principal+Interest HV=$3,400,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.65s)
[2025-10-10 13:07:49] Progress: 750/2730 (27.5%) | Rate: 1.65 sims/sec | ETA: 20.0 min | Last: Principal+Interest HV=$3,400,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.17s)
[2025-10-10 13:07:52] Progress: 760/2730 (27.8%) | Rate: 1.66 sims/sec | ETA: 19.8 min | Last: Principal+Interest HV=$3,500,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.32s)
[2025-10-10 13:07:57] Progress: 770/2730 (28.2%) | Rate: 1.66 sims/sec | ETA: 19.7 min | Last: Principal+Interest HV=$3,500,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.68s)
[2025-10-10 13:08:06] Progress: 780/2730 (28.6%) | Rate: 1.65 sims/sec | ETA: 19.7 min | Last: Principal+Interest HV=$3,500,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.41s)
[2025-10-10 13:08:10] Progress: 790/2730 (28.9%) | Rate: 1.66 sims/sec | ETA: 19.5 min | Last: Principal+Interest HV=$3,600,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.31s)
[2025-10-10 13:08:15] Progress: 800/2730 (29.3%) | Rate: 1.66 sims/sec | ETA: 19.3 min | Last: Principal+Interest HV=$3,600,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.63s)
[2025-10-10 13:08:23] Progress: 810/2730 (29.7%) | Rate: 1.65 sims/sec | ETA: 19.3 min | Last: Principal+Interest HV=$3,600,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.19s)
[2025-10-10 13:08:27] Progress: 820/2730 (30.0%) | Rate: 1.66 sims/sec | ETA: 19.1 min | Last: Principal+Interest HV=$3,700,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.31s)
[2025-10-10 13:08:32] Progress: 830/2730 (30.4%) | Rate: 1.67 sims/sec | ETA: 19.0 min | Last: Principal+Interest HV=$3,700,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.73s)
[2025-10-10 13:08:41] Progress: 840/2730 (30.8%) | Rate: 1.66 sims/sec | ETA: 19.0 min | Last: Principal+Interest HV=$3,700,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.12s)
[2025-10-10 13:08:44] Progress: 850/2730 (31.1%) | Rate: 1.67 sims/sec | ETA: 18.8 min | Last: Principal+Interest HV=$3,800,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.32s)
[2025-10-10 13:08:50] Progress: 860/2730 (31.5%) | Rate: 1.67 sims/sec | ETA: 18.7 min | Last: Principal+Interest HV=$3,800,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.65s)
[2025-10-10 13:08:58] Progress: 870/2730 (31.9%) | Rate: 1.66 sims/sec | ETA: 18.7 min | Last: Principal+Interest HV=$3,800,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.15s)
[2025-10-10 13:09:02] Progress: 880/2730 (32.2%) | Rate: 1.67 sims/sec | ETA: 18.5 min | Last: Principal+Interest HV=$3,900,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.32s)
[2025-10-10 13:09:07] Progress: 890/2730 (32.6%) | Rate: 1.67 sims/sec | ETA: 18.4 min | Last: Principal+Interest HV=$3,900,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.76s)
[2025-10-10 13:09:16] Progress: 900/2730 (33.0%) | Rate: 1.66 sims/sec | ETA: 18.4 min | Last: Principal+Interest HV=$3,900,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.48s)
[2025-10-10 13:09:19] Progress: 910/2730 (33.3%) | Rate: 1.67 sims/sec | ETA: 18.2 min | Last: Principal+Interest HV=$4,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.31s)
[2025-10-10 13:09:25] Progress: 920/2730 (33.7%) | Rate: 1.67 sims/sec | ETA: 18.1 min | Last: Principal+Interest HV=$4,000,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.69s)
[2025-10-10 13:09:34] Progress: 930/2730 (34.1%) | Rate: 1.66 sims/sec | ETA: 18.1 min | Last: Principal+Interest HV=$4,000,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.19s)
[2025-10-10 13:09:37] Progress: 940/2730 (34.4%) | Rate: 1.67 sims/sec | ETA: 17.9 min | Last: Principal+Interest HV=$4,100,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.32s)
[2025-10-10 13:09:42] Progress: 950/2730 (34.8%) | Rate: 1.67 sims/sec | ETA: 17.7 min | Last: Principal+Interest HV=$4,100,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.63s)
[2025-10-10 13:09:51] Progress: 960/2730 (35.2%) | Rate: 1.66 sims/sec | ETA: 17.7 min | Last: Principal+Interest HV=$4,100,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.15s)
[2025-10-10 13:09:54] Progress: 970/2730 (35.5%) | Rate: 1.67 sims/sec | ETA: 17.5 min | Last: Principal+Interest HV=$4,200,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.35s)
[2025-10-10 13:09:59] Progress: 980/2730 (35.9%) | Rate: 1.67 sims/sec | ETA: 17.4 min | Last: Principal+Interest HV=$4,200,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.72s)
[2025-10-10 13:10:08] Progress: 990/2730 (36.3%) | Rate: 1.67 sims/sec | ETA: 17.4 min | Last: Principal+Interest HV=$4,200,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.09s)
[2025-10-10 13:10:12] Progress: 1000/2730 (36.6%) | Rate: 1.67 sims/sec | ETA: 17.2 min | Last: Principal+Interest HV=$4,300,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.32s)
[2025-10-10 13:10:17] Progress: 1010/2730 (37.0%) | Rate: 1.67 sims/sec | ETA: 17.1 min | Last: Principal+Interest HV=$4,300,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.65s)
[2025-10-10 13:10:26] Progress: 1020/2730 (37.4%) | Rate: 1.67 sims/sec | ETA: 17.1 min | Last: Principal+Interest HV=$4,300,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.46s)
[2025-10-10 13:10:29] Progress: 1030/2730 (37.7%) | Rate: 1.67 sims/sec | ETA: 16.9 min | Last: Principal+Interest HV=$4,400,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.31s)
[2025-10-10 13:10:34] Progress: 1040/2730 (38.1%) | Rate: 1.68 sims/sec | ETA: 16.8 min | Last: Principal+Interest HV=$4,400,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.64s)
[2025-10-10 13:10:43] Progress: 1050/2730 (38.5%) | Rate: 1.67 sims/sec | ETA: 16.8 min | Last: Principal+Interest HV=$4,400,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.17s)
[2025-10-10 13:10:46] Progress: 1060/2730 (38.8%) | Rate: 1.68 sims/sec | ETA: 16.6 min | Last: Principal+Interest HV=$4,500,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.31s)
[2025-10-10 13:10:51] Progress: 1070/2730 (39.2%) | Rate: 1.68 sims/sec | ETA: 16.5 min | Last: Principal+Interest HV=$4,500,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.63s)
[2025-10-10 13:11:00] Progress: 1080/2730 (39.6%) | Rate: 1.67 sims/sec | ETA: 16.5 min | Last: Principal+Interest HV=$4,500,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.67s)
[2025-10-10 13:11:04] Progress: 1090/2730 (39.9%) | Rate: 1.68 sims/sec | ETA: 16.3 min | Last: Principal+Interest HV=$4,600,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.39s)
[2025-10-10 13:11:09] Progress: 1100/2730 (40.3%) | Rate: 1.68 sims/sec | ETA: 16.2 min | Last: Principal+Interest HV=$4,600,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.64s)
[2025-10-10 13:11:18] Progress: 1110/2730 (40.7%) | Rate: 1.67 sims/sec | ETA: 16.1 min | Last: Principal+Interest HV=$4,600,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.32s)
[2025-10-10 13:11:21] Progress: 1120/2730 (41.0%) | Rate: 1.68 sims/sec | ETA: 16.0 min | Last: Principal+Interest HV=$4,700,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.31s)
[2025-10-10 13:11:26] Progress: 1130/2730 (41.4%) | Rate: 1.68 sims/sec | ETA: 15.9 min | Last: Principal+Interest HV=$4,700,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.64s)
[2025-10-10 13:11:35] Progress: 1140/2730 (41.8%) | Rate: 1.67 sims/sec | ETA: 15.8 min | Last: Principal+Interest HV=$4,700,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.15s)
[2025-10-10 13:11:38] Progress: 1150/2730 (42.1%) | Rate: 1.68 sims/sec | ETA: 15.7 min | Last: Principal+Interest HV=$4,800,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.31s)
[2025-10-10 13:11:43] Progress: 1160/2730 (42.5%) | Rate: 1.68 sims/sec | ETA: 15.6 min | Last: Principal+Interest HV=$4,800,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.68s)
[2025-10-10 13:11:52] Progress: 1170/2730 (42.9%) | Rate: 1.68 sims/sec | ETA: 15.5 min | Last: Principal+Interest HV=$4,800,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.22s)
[2025-10-10 13:11:55] Progress: 1180/2730 (43.2%) | Rate: 1.68 sims/sec | ETA: 15.3 min | Last: Principal+Interest HV=$4,900,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.32s)
[2025-10-10 13:12:00] Progress: 1190/2730 (43.6%) | Rate: 1.68 sims/sec | ETA: 15.2 min | Last: Principal+Interest HV=$4,900,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 0.77s)
[2025-10-10 13:12:09] Progress: 1200/2730 (44.0%) | Rate: 1.68 sims/sec | ETA: 15.2 min | Last: Principal+Interest HV=$4,900,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.27s)
[2025-10-10 13:12:13] Progress: 1210/2730 (44.3%) | Rate: 1.68 sims/sec | ETA: 15.0 min | Last: Principal+Interest HV=$5,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.35s)
